,text_tokens,text_length
1057,приветствовать хотеть спросить проходить экзамен история г потапенко насколько сложно реально списать тд,13
1058,магистр заочник й курс направление оптоэлектронный технология фотоник инфокоммуникация группа икм з написать личка группа собрать ксения титов,18
1059,весь приветствовать знать должник павел петрович шумаков принцип дать кафедра поэтому хотеть предоставить свой помощь курсовой работа дисциплина тэс защитить прошлый год студент курс спбгута весь неравнодушный обращаться личный сообщение,30
1060,нужный помощь курсачий шумаков тэс,5
1061,найти зонтик тетрадка оставить,4
1062,забыть беспроводный наушник писать,4
1063,подсказать принимать зачёт дискретный математика первый семестр второй курс кислый ва автомат анон,13
1064,потерять телефон этаж корпус,4
1065,хто посеять шапка бандитский отписаться кайф носить,7
1066,найти бск,2
1067,весь привет октябрь проходить отбор студент вуц обучение программа запас начаться отбор осуществляться военный подготовка программа офицер запас число студент курс военный подготовка программа солдат запас число студент курс узнать порядок поступление документ нужный прикреплять фото возникнуть вопрос обращаться личный сообщение,41
1068,оставить лаундж зона,3
1069,весь привет мочь помочь курсовой схемотехник тэс отписать лс,9
1070,наслать пропуск бск тряпочка оставить охранник м,7
1071,ребятки группа сб з написать личка пж,7
1072,привет связь проект найти приказ зачисление ещё добавить беседа факультет писать собеседник ответить интересовать вопрос добавить беседа ино заочный направление бакалавриат дмитрий латышев ольга грищенко владислав верёвкин ольга грищенко ольга грищенко нигяр гаджиев дмитрий латышев нигяр гаджиев владислав верёвкин дмитрий латышев добавление беседа необходимо написать собеседник свой фио отправить скриншот личный кабинет госуслуга,53
1073,мочь помочь физика,3
1074,приглашать студент факультет ино поступить специальность форма обучение заочный беседа спам кикать пообщаться лайкать добавить поступить первокурсник,17
1075,нибыть вариант курсовой схемотехник проектирование усилитель фотпереть мник воспать написать лс,11
1076,помочь счастливый союз камера синхронизация видео роутер добиться определ нный успех грёбаный камера созд свой каталог соседний папка расшаренный записать мб,21
1077,месседж весь первокурсник который жить кудровый добро пожаловать столица планета свой конф бонч кудревич регулярный обсуждение шаурм хороший провайдер выбрать хотеть писать лс владислав ковальчук,25
1078,лежать,1
1079,оставить,1
1080,антипин м принимать зач митра метрология технический регулирование нужно сделать получить зач анон,13
1081,шарф,1
1082,весь власть рука,3
1083,добрый время сутки сентябрь наш л пропуск первокурсник просить потерять написать отдать,12
1084,оставить,1
1085,найти принести студсовет,3
1086,наш л наушник кабинет корпус,5
1087,подсказать узнать расписание факультатив который записаться появиться лк анон,9
1088,куртка чужой прихватить,3
1089,подсказать делать утеря зачётка методист сказать нужный чек оплата сайт тип плохо искать действительно,14
1090,оставить,1
1091,немного хотяб шарить администрирование сервер бесплатно отписаться комент личка,9
1092,нужный человек шарить ардуин помочь код впихнуть мочь дописать объяснить тыкать юзер чудо машина работать кэш подробность лс,18
1093,чел перекусить замок угнать казаться самокат успеть сфоткать мочь лс написать владелец,12
1094,сложно гунина инж граф закрыть зач долг валита допёс анонимно,10
1095,господин дама важный вопрос знать бончевец,6
1096,вс м добрый время сутки искать сосед квартира кудровый месяц бонч мина,12
1097,забыть флешка,2
1098,оставить зонтик,2
1099,ребята нибыть искать соседка съ ма квартира предел человек,9
1100,весь привет искать соседка однокомнатный кв маяковский бюджет писать лс,10
1101,подсказать направление программный инженерия уклон идти большой бэкэнд веб разработка анон,11
1102,найти бск имя глухов михаил артёмович,6
1103,весь привет ребята нужный ваш помощь сегодня промежуток украсть самокат припарковать крыльцо вход бонч обычно ставить самокат зацепить синий велосипедный замок видеть подозрительный долго пытаться забрать самокат срезать замок забирать самокат видеть стоять немного диагональ самокат очень просить написать лс год назад аналогичный пост кража самокат вероятность самокат украсть мразин любой случай писать заявление полиция ряд помочь брать запись камера видеонаблюдение,61
1104,анонимный вопрос начальство бонч отношение посещение митинг студент понятно сходить задержать поймать сообщать вуз зачастую случай вуз забивать воспитательный беседа проводить отчислить мочь отписаться коммент знать тема сталкиваться случай,29
1105,мышка оставить,2
1106,оставить пункт охрана,3
1107,найти портативный зарядка трамвайный рельс метро просить владелец написать личка,10
1108,наслать наушник забыть вчера подходить,5
1109,серёжка валяться забор,3
1110,анон сервер майн бонч написать комментарий хотеть,7
1111,найти наушник лестничка площадка,4
1112,вниз глубина ад этажк,4
1113,гач конф вуз препод гачистый анон,6
1114,девушка который сегодня примерно лифт брюнетка каре чокер тёмный футболка принтом аяна рэй отозваться лайкнуть репостнуть,16
1115,значок классный наш л терять,5
1116,забыть,1
1117,здоровый народ найти группа иб з перевестись ино вообще хз делать,11
1118,шумаков долг принимать,3
1119,нужный фотограф который смочь течение неделя организовать съёмка подробность лс,10
1120,найти васька недалеко приморский,4
1121,сдавать лаба исупов рассказать жопа,5
1122,добрый вечер очень нужный мёртвый душа оплата место комната писать договориться,11
1123,подсказать лс чей машина,4
1124,,0
1125,девушка который кафе подруга блондинка белый блузка джордан отозваться лайкнуть анон,11
1126,чей потеряшка найти находиться,4
1127,привет иногородний студент который заниматься дистанционный курс подготовка егэ бонкий база результат ответить анон,14
1128,наш л значок чей,4
1129,найти значок геншина чей,4
1130,привет подсказать проходить поступление магистратура реклама связь общественность вступительный испытание вообще информация направление данный вуз заранее,16
1131,сдавать экзамен технология программирование воронцов ирина олегович отписаться рассказать проходить экзамен сложно нормально,13
1132,обращаться психологический помощь практика история вести мальцев ольга львович анон,10
1133,наслать ключ этаж стул лифт близкий смайл,7
1134,наслать этаж корпус оставить,4
1135,сей замечательный зонт соизволить остаться кабинет первый корпус,8
1136,препод савищенко н принимать экз сливаться наш пара третий видеть анон,11
1137,татарин бонч общий сбор комментарий,5
1138,весь привет подсказать подработка бонкий второй курс программный инженерия мочь стажировка профессия непосредственно вуз анон,15
1139,привет сдавать курсач предмет проектирование оценка надёжность информационный система откликнуться интересовать формула нахождение неизвестный схема,15
1140,весь привет вели практика перевозникнуть управление данные исупов основа интернет технология откликнуться,12
1141,кафе этаж корпус потеряшка,4
1142,весь привет рассказать скалецкий принимать экз,6
1143,отдать бумага миллиметровый лист молочный шоколадка отписать комментарий нужный весь добро анонимно,12
1144,лежать второй день,3
1145,весь привет владелец яблоко ябломузыка подтверждать учиться бонкий предлагать отправить сообщение почта домен вуз выдавать грустно,16
1146,потерять сумка бананка чёрный цвет м этаж район ти час найти написать,12
1147,разбираться методология нужно разработать функциональный модель нотация,7
1148,анон ребята подсказать принимать тарасов владимир анатолиевич экзамен автомат,9
1149,весь привет вопрос программист мочь писать курсовой диплом тема система технический зрение система распознавание образ нейронный сеть мочь поделиться свой информация,21
1150,отобек который работать такси учиться спбгута найтись помочь решить тест психология выучить русский язык,14
1151,факультатив выбрать новичок пока стимул изучать программирование тупить математика задача решать помощь программирование никуда отличие язык доступный крутой мочь опыт посещение факультатив вообщий олд бонч отозваться,26
1152,отдать кг банан киви свой работа курс иксса направление иктк отписать комментарий связаться анонимно,14
1153,бонкий зажигалка,2
1154,подсказать факультатив стоить записаться анон,5
1155,группа заочник аба кой поставить комментарий анон,7
1156,весь привет мочь подсказать расписание преподаватель якубова н р макаров л м матюхин андрианов,14
1157,обменять бюджетный место колледж твикс писать лс,7
1158,неравенство интернет существовать говорить,4
1159,подсказать учиться спбкт колледж идти отдавать заявление запись факультатив биг бонч понятно временный пропуск колледж искать препод записаться рафикова тренинг публичный выступление кульназаров,23
1160,ооо,1
1161,потеряться,1
1162,нибыть ибс нужный очень,4
1163,староста рт знать написать вопросик обкашлять,6
1164,ребята уб з ребята знать ребята группа уб з отозваться закинуть ваш группа анонимно,14
1165,весь привет заочник управление технический система автоматизация технологический процесс производство курс старший маякнит коммент лайк перевестись заочко вопрос анон,19
1166,весь привет шарить работа звук обработка спектрограмма тд нужный совет помощь научный работа задача серия экспериментальный видео мышка который драться параллельно запись ультразвуковой микрофон общаться уза частота нужно спектрограмма вытащить ультразвуковой крик подсчитать тупить знать задача подступиться программа ещё скачать матлабнуть давно работать обработка сигнал немного отоша л тема мб хороший статья набрать повезти пример интересный стать тема анонимно,59
1167,весь привет рассказать данный факультатив анон,6
1168,привет искать соседка снимать долгосрочно квартира студия кудровый невский бюджет тыс человек снимать квартира искать соседка хороший,17
1169,мочь интересно продать акриловый фигурка геншина новый вскрываться р шт рубль забрать вместе,13
1170,находить нибыть кейс колледж найти вознаграждение,6
1171,первач иктс написать нибыть личка плиз,6
1172,школьник поступать бонч красивый фотка оранжевый инет школьник поступать бонч увидеть тик ток скобочка,14
1173,сен район метро проспект большевик утерять серый кардхолдер тинькоф бск пропуск мсг горный университет мочь найти группа,17
1174,ребята порекомендовать литература сжатие данные хотеть понять насколько идея сжатие данные реализовать анон,13
1175,подсказать мочь знать пароль логин бончевский предоставлять вуз вообще услуга,10
1176,прийти лишний сумка фотик качественный износостойкий влагозащитный ткань продать,9
1177,первокурсник нерусский писать держаться вместе,5
1178,добрый день господин бончевец новый учебный год обходиться потеря подсказать мочь вчера находить окрестность бежевый беспроводный наушник очень благодарный найти вернуть вознаграждение,22
1179,найти серьга холл день знание оставить,6
1180,весь поздравлять сентябрь админ новость студент сбер стартовать отбор осенний волна оплачивать программа стажировка стажировка рассматриваться студент очный форма обучение го курс бакалавриат специалитет обучаться ит математический инженерный экономический юридический специальность готовый масштабный задача самостоятельный работа час неделя соответствующий требование выбрать направление условие классный команда интересный задача проект который мочь влиять жизнь миллион клиент поддержка профессионал наставник возможность работать час неделя выбирать гибкий график работа обучение корпоративный школа сбер множество курс развитие навык возможность трудоустройство стажировка ознакомиться ссылка,78
1181,искать соседка снимать комната центр долгосрочно,6
1182,бонкий беседа паблик бравть стас анон,6
1183,искать человек снятие квартира очень срочно вариант стать хороший соседка привередливый общительный хозяйственный думать подружиться писать лс,17
1184,нибыть хотеть пройти магистратура европа мочь проходить отписаться лс комментарий,10
1185,продавать поляризационный линза битый крашеный,5
1186,ребята победить считать давать поддержать бонч ещ скидочка дать,9
1187,привет подсказать переводиться университет ино оплата семестр чек нужно нести деканат лично отправить анон,14
1188,искать сожитель квартира писать лс,5
1189,восстанавливаться универ пи требоваться сдать академ разница физика точно преподаватель сдавать сказать спрашивать зачёт,14
1190,привет мочь подсказать оформить студент,5
1191,искать человек совместный проживание съ квартира бюджет желание писать личка,10
1192,засорять лента коммент пост мочь узнавать комната общага жить пик привлечение внимание,12
1193,лесной комната отозваться,3
1194,отдать берцы бесплатно размер,4
1195,весь привет перевестись факультет который выбирать направление подача документ поступление хотеть перевестись программный инженерия примерно происходить нужно сделать перевестись получиться смочь заново поступить курс пи перевести сразу курс,28
1196,добрый вечер получить живой общежитие дальневосточный комната отозваться,8
1197,добрый день подсказать высокий конкурс военный кафедра реально поступить средний балл первый курс средний физический подготовка анон,17
1198,регистрировать личный кабинет студент,4
1199,подавать заявка гос получиться создать личный кабинет,7
1200,добрый день подсказать бонкий преподаватель который помогать подготовиться целенаправленно готовить студенческий олимпиада интересовать подготовка олимпиада поступление магистратура написать комментарий знать иметь свой опыт подготовка отписаться комментарий анонимно,27
1201,искать сожитель съём х комантный квартира парень парень найда м квартира вместе взаимный согласие дорого выйти анон,17
1202,искать сосед соседка однокомнатный просторный квартира находиться минута ходьба спбгута кудровый рядом мегапарк заезд возможный конец сентябрь очень любить тишина покой оплата выходить примерно каждый,25
1203,весь привет искать соседка совместный поиск жильё дальнейший проживание бюджет рассматривать человек оставлять лайк коммент написать лс жильё искать подселить ещё хороший,22
1204,искать сосед квартира лицо жить год лакать коммент писать заинтересовать анонимно,11
1205,дорогой коренной петербуржец успешно поступить спб невероятный новость сегодня август год подписать пивной соглашение спбп ргпу герцен лэти начало искать человек вуз спб вуз который готовый вступить наш алкокоалиция подписать пивной договор здравствовать чилловыя алкопьянка всеуниверситетский уровень вместе сила беседа вк беседа тг анонимно,44
1206,весь сало учиться маг направление управление технический система,8
1207,йоп сдать летний практика работать питер преоставить справка впоследствии прокатить работа сильно профиль,13
1208,привет связь проект найти приказ зачисление ещё добавить беседа факультет писать координатор ответить интересовать вопрос добавить беседа факультет исит катя угаров иксса аня казаков ртс александр ушаков цэубить владислав верёвкин сцт елизавета конев вуц сергей ффп анна пестерёв ино полина гордеев кт катерина брюхов добавление беседа необходимо написать координатор свой фио факультет,52
1209,добрый вечер беседа факультет прикладной информационный система,7
1210,добрый день поступить беседа,4
1211,привет весь закончить год военный кафедра накопиться вопрос воить сбор конец известно база проходить сбор пара слово сбор целое проходить сколько неделя длиться сбор получить звание завалить кафедра заранее анонимно,30
1212,группа пи,2
1213,добрый день поступить дизайн графический пользовательский интерфейс существовать беседа,9
1214,весь привет нибыть ссылочка беседа иксса,6
1215,вс м добрый день вопрос общежитие холодильник комната кухня,9
1216,здаров весь подсказать рыбацкий общага повышенный комфортность,7
1217,поступить беседа,2
1218,приглашать поступить магистратура иб чат обращаться лс,7
1219,поступить направление программный инженерия беседа,5
1220,нибыть знать искать организация контрактный обучение магистратура год бакалавриат пора работа искать перспектива обучение работа интересовать информационный безопасность программный инженерия анонимно,21
1221,нибыть знать приказ зачисление,4
1222,весь привет посмотреть приказ зачисление бюджет общий конкурс,8
1223,весь привет вопрос сколько стоить зал общага пж фраза каждый общага разный средний цена реально рядом бонч рядом мина пешком снять однушко,22
1224,искать сосед совместомный проживание поступать курс университет бюджет написать лс поставить лайк,12
1225,очень шарить мат анализ нужный помощь задание курс оплата обидеть,10
1226,ребята добрый день интересовать человек который иметь способность курсач акустик акустический оформление помещение расча реверберация вс вкратце искаться человек организация акустика помещение классический расча моделирование помещение слово ум диплом сделать подробность лс,32
1227,добрый день обычно приказ зачисление контрактный основа,7
1228,привет поступить направление программный инженерия судить учебный план первый курс физика который плохо мочь подсказать тема проходить стоить повторить школьный знание вылететь сразу,23
1229,весь привет проходить данный вуз информационный безопасность мочь рассказать проходить обучение данный направление мочь следовать самостоятельно повторить первый курс лёгкий,20
1230,хотеть поинтересоваться повод подработка время обучение самый оптимальный вариант достойно самореализовываться работать месяц хватать небольшой собственный нужда мочь хватать весь впритык,21
1231,добрый ночь пролистать весь сайт найти нужный информация ребята поступать заочко колледж пройти год пора подсказать узнать информация вступительный экзамен егэ реально подготовиться каков вероятность попасть платок благодарный ответ,29
1232,ребята нибыть ходить факультатив который связать программирование мочь порекомендовать анон,10
1233,бог помолиться отказаться место понять пролететь грустно маленький становиться намекнуть почитать перевод перевестись сессия читать некоторый вуз анон,18
1234,весь привет список перевод весь ясно перейти действительно важный вопрос абитура стоить брать столовая вообще совет замечательный место анон,19
1235,насколько сложно перевестись специальность первый курс предел кафедра инфокоммуникационный технология система связь иб телекоммуникационный система просить помочь,17
1236,весь привет нибыть владеть информация повышенный стипендия первокурсник высокий балл егэ стипендия выплачиваться ви набрать выше балл выплата полагаться ребята егэ анон,22
1237,весь привет вопросик проходить инфокоммуник технология система связь беседа ч типо абитуриент поступать направление иксса хотеться познакомиться,17
1238,весь привет человек котоый шарить твимс системный анализ оптимизация принятие решение функциональный анализ нужный помощь денежный вознаграждение,17
1239,весь привет нибыть знать принцип распределять студент группа поступление анон,10
1240,весь привет сдавать вступительный экзамен математика ино близкий пара год хотеться задать вопрос пример который экзамен,16
1241,девушка приёмный комиссия который исит сидеть милашка,7
1242,анон работать мке исит насколько заявление подать госуслуга курьер говорить публично мочь написать анонимный пост труд очень оперативно работать подсказка вообще соц рейтинг,23
1243,весь привет хотеться узнать перевод ваш институт курс сайт найти дата документ дата подача документ август сентябрь конкурсный отбор сентябрь приём заявление зачисление октябрь печать стоить год ещё найти информация подача документ перевод осуществляться август сентябрь вс дата,38
1244,поступить бизнес информатика пока незнать мочь рассказать мочь подсказать анон,10
1245,зачастилися случай мошенничество сотрудник приёмный комиссия предложение подкрутить балл база деньга счастие сожаление желать практиковаться поэтому просить игнорировать случай сообщать администрация университет арт ма алексеев,25
1246,каков вероятность человек подать согалсие аттестат отказаться поступление анон,9
1247,конец считать поступить ещё госуслуга догружать анон,7
1248,поступать хотеться познакомиться будущий одногруппник,5
1249,поступить информационный безопасность безопасность компьютерный система говно норма,8
1250,добрый день подавать чуткий хватить нибыть вариант мочь результат экзамен обжаловать вариант никакой каков шанс перевестись платный бюджет курс,19
1251,добрый вечер сегодня бюджетник закончить принимать вообще далёкий делать пройти список,11
1252,абитуриент прошлое год подсказать поступать иксса конец сегодняшний день остаться список больший вероятность сместить август заранее ответ,17
1253,мочь подсказать насча получаться второе сильно плохой первый,8
1254,привет весь подавать бюджет очно информационный безопасность телекоммуникационный система балл конкурсный любой думать подавать поступить,15
1255,привет весь полсказать находиться приёмный комиссия бонч локументв нести написать пост сказать проспект большевик прийти набережная мойка охранник сказать,19
1256,выбирать поступление программный инженерия информационный система технология системный прикладной программирование информационный система искать человек который рассказать направление,17
1257,балл дать общага август течение первый семестр девочка планировать заселение общага жить съёмный написать лс нужный соседка,17
1258,,0
1259,ребятки пояснить курс перекинуть док специальность туда хотеть список вылететь поэтому перекинуть заявление говорить почитать вообще жить сильно курс отличаться хотеть понимать приближённо запарный переводиться анон,26
1260,приветик подать док системный прикладной программирование иса новый направление балл место весь вообще понимание туда резко мочь пойти вытеснить жирный балл самый последний момент пока видеть список поступить нибыть иксса учиться хотеться насколько трудно перевестись желаемый направление вообще,38
1261,каков шанс пройти иксса балл,5
1262,ребята делиться бюджетный место сегодня цифра сегодня дн м,9
1263,учиться биотехнический система технология биотехнический медицинский аппарат система рассказать вообще учить заниматься бонкий,13
1264,весь добрый время сутки вопрос конкурсный список человек сдать оригинал аттестат означать подать направление работать немного,16
1265,мочь сделать курсач схемотехник,4
1266,рассказать общага хороший остальной почему типаж инфраструктура чистота,8
1267,весь привет шарить зелёный цвет особенный че,7
1268,обьяснит прниесть аттестат работать анонимно тупой,6
1269,август нибыть собрание первокурсник экскурсия вуз итд получить студенческий зачётка переживать тупить заблудиться большой здание,15
1270,добрый день планировать поступать заочко вопрос вступительный экзамен нибыть мочь подсказать,11
1271,собираться поступать ино заочный мочь пример вариант вступительный экзамен математик русский язык очень помочь подготовка,15
1272,хотеть поступить бюджет факультет иксса сумма балл теория должный пройти шанс общага человек направление написать ваш отзыв повод дать кафедра,20
1273,привет сумма балл смочь пройти платок прикладной информационный система анон,10
1274,привет очередной вопрос абуса расклад хотеть поступать программный инженерия постесняться подать бюджет пи лютый тип подавать глядеть список появляться впечатление вполне смочь пойти бюджет пойти бюдж подавать платок анон,29
1275,добрый день посоветовать выбрать иксса бакалавриат специалитет разница обучение длительность проходить балл туда туда,14
1276,весь привет бонкий повышенный стипендия первый семестр балл егэ норма общага дать,12
1277,весь привет несколько вопрос повод перевод бонч вуз переводиться отписаться лайкнуть пост написать весь,14
1278,добрый день сумма ида очень хотеться пугать конкурсный список стоить пытаться мочь сказать направление заранее,15
1279,привет несколько вопрос направление программный инженерия информационный система технология прикладной информационный система учиться курс отписать лс,16
1280,проходить бонч инфокоммуникационный технология система связь ртс мочь студент направление поделиться сложно трудно учиться говорить универ работать стоить начало идти направление планировать нибыть стать айтишник мб магистратура удобный мочь написать нибыть лс дать знать анон,35
1281,весь привет хотеть поступать бонч закончить хабаровский колледж специальность сетевой системный администратор пара вопрос специальность инженер тестировщик вступительный экзамен русский математика год сложно сдать предмет сдавать идти айтишном путь мб обойтись вступительный весь добро,34
1282,добрый день хотеть перевестись заочко направление закончить второй курс платок очно долг перевестись заочко долг насколько сильно стоимость обучение отличаться стоить вообще переводиться,23
1283,добрый день деловой предложение нужный роль мёртвый душа учиться бонкий прописка черта город заселиться комната общага общага жить оплата твой место комната прописка плюс,24
1284,добрый день подавать информационный безопасность информационный система технология программный инженерия иксса сумма балл шанс бюджет анон,16
1285,шанс бюджет иксса балл,4
1286,,0
1287,профитный поступать понравиться профф перевод группа тип электроника программный инженерия любить кодить микроконтрллера делать приложение,15
