,text_tokens,text_length
460,привет котик рассказать проходить комиссия теория вероятность факультет икт,9
461,тестировать новый игровой движок,4
462,,0
463,октябрь знать день пара прийти лекция практика лаба натурал лайк репост подписка,12
464,почему преподаватель пускать лекция студент опаздывать ругать опаздывать опаздывать опаздывать минута минута считать больший опоздание некоторый преподаватель вообще считать опоздание замечать опаздывать студент минута время открывать презентация почему преподаватель строго относиться опоздание опоздание зависеть успешность студент экзамен считать минута мочь прочитать целый лекция опоздание минута пропустить лекция прочитать весь лекция минута весь лекция прочитать минута почему ругать опоздание минута уместить лекция минута ругать опоздание опаздывать опаздывать ругать опоздание опаздывать опаздывать опоздать разучиться опаздывать следующий надумать снова опоздать считать минута студент пропустить важный сдать экзамен студент мочь опоздать опаздывать смочь опоздать опаздывать опоздать ещё опоздать опоздать недоопоздать мочь опоздать опаздывать преподаватель ругать мочь опоздать опаздывать являться опоздание ещё опоздание неопоздание большой недоопоздание анон,112
465,волков григорий бомбезнать задница укусить,5
466,глубокий обучение мо самостоятельно освоить конец декабрь упарываться кодинга анон,10
467,анон очень понравиться мальчик курс лазер владик прокопьев звать неловко писать личка мочь знать коммент подсказать найти познакомиться поговорить ирл,20
468,писать лень искать девушка который хотеть глянуть фильм найти лайк коммент чисто просмотр фильм ужас драма комедия аниме неважно смотреть жратва приветствоваться момент решить смотреть кино компания интересный потный тупой вонючий мужик хотеть смотреть фильм неромантичный детство свой время проводить компания подруга желать го момент смотреть фильм девушка дайвинчик пока дойти учиться вуз студентка который мочь звать реально пригласить поэтому лайкат ум стесняться лайкать действительно желание остаться сугубо ещё чел требовать тортик писать симончик анон,75
469,,0
470,анон привет дружище дело отлично видеть красотка вести физика ооо дааа понравиться спорить первый стоить стоить стоить тихий тихий студент числануль мораль думать,23
471,искать соседка съёмный квартира студия рядом ломо анон,8
472,комиссия механика линал смысл далёкий стараться отчисление вообще сильно валить анон,11
473,нужный помощь онлайн курс прикладной статистика анон,7
474,привет слышать ваш вуз поступление выдавать деревянный значок мочь поступление тематически привязать факультет мочь найти никакой упоминание интернет свой глаз дважды видеть роботический рука поделиться фото анон,27
475,нибыть комиссия база данные сппо ожидать,6
476,октябрь знать день рюкзак прийти рюкзак портфель дипломат натурал лайк репост подписка,12
477,мч который ссориться белорусский девчонка девчонка свободный готовый передать надёжный рука лайк коммент нужный бесплатно торг уместный предлагать свой цена готовый рассмотреть анон,23
478,добрый время сутки подсказать факультет направление наиболее точно подходить обучение перспектива разраб заранее,13
479,хайп юр сектор газ снова набирать популярность,7
480,хотеть перевестись вуз второй семестр программа компьютерный технология программирование искусственный интеллект мочь поделиться опыт личный опыт знакомый особенно интересовать академ разница допустимый ваш вуз,24
481,ребята писать сегодня комиссия физика поставить лайк хотеться узнать ждать мероприятие анон,12
482,искать классно провести время фильмец место тортик критерий курс пол важный лаба делать просить интим навязываться вс комфортик дефолт лайк комма,21
483,анон признавашка итмый вс поэтому написать надеяться админ мочь знать октябрь четверг ломо кабинет стоять красивый мальчик невысокий азиатский внешность очки контакт дать очень понравиться,25
484,ночью смотреть интернешнл дн м учиться вечером работать спать поделиться совет анон,12
485,правильно понимать магистратура военный кафедра направление присутствовать тяжело заранее,9
486,привет звать олег симончик читать единственный настоящий читатель остальной пост комментарий написать разный акаунт доказать написать текст комментарий весь свой акаунт,21
487,весь привет хотеть поступить следующий учебный год информационный безопасность магистратура рассказать нравиться учёба получаться совмещать работа достаточно практика иб ранний учиться поэтому ещё интересно реально освоить программа относительный нуль мочь веб технология сеть п программирование знать анон,37
488,мч который белорусский вечером среда громко ссориться свой девочка надеяться расстаться свободный анон,13
489,рыжеволосый тян продмат обращать внимание всякий задавать большой вопрос очень красивый голос интересный вопрос приятно слушать,16
490,привет поставить лайк ава пж,5
491,пятница ломо предположительно утерять кейс наушник фото мочь оставить район мужской раздевалка барс арена находить просьба отписать лс,18
492,весь привет хотеть попробовать перевестись очень рад пообщаться ребята который успешно переводиться университет собираться переводиться факультет бизнес информатика благодарный нибыть бизнес инф рассказать обучение,24
493,анон взять пост коммент подслушок обучить нейронку выход получиться олег симончик,11
494,привет безопасность перевестись мобилка бюджет анон,6
495,хотеть взять академ иметься везкий причина семейный обстоятельство насколько серьёзно проверять документ мёд причина депрессия мочь дать академ отпуск анон,20
496,девочка который белорусский вечером среда громко ссориться свой мч надеяться расстаться свободный анон,13
497,посмотреть группа признавашка итмый понять умереть поэтому писать искать девушка серьёзный отношение сиська лара крофт пресс гослинг наносекунда умение обращаться лаба жаба минимум шупалец рост онли выше беспокоить черлидерша близнец солнечный умение готовить шава несколько вид паста убираться делать регулярный массаж нога принимать душа время крещение смерть плейлист онли хит мегабайт прицеп маленький тележка желание деградировать знание минимум язык средиземье орочий знание минимум язык орочий иметь мозг навигатор дюна линч старший замужем есус списаться сообщение иса анон,77
498,срочно нибыть комиссия информатика дизайн ожидать,6
499,анон,1
500,лень убирать готовить постоянно разбрасывать носка хата напоминать сходка бомж толстый мыться месяц зуб чистить жёлтый кариес лететь помощь водка дезинфекция бородавка весь морда монобровь нужный красивый стройный студентка сочный попа богатый родаками разгребать мусорк готовить жратва своевременно хороший заказывать кфс бургер кинг деньга свой родитель очень давать дама налетать найти лайкам коммент пофига анон,55
501,,0
502,фан клуб олег анон,4
503,привет весь оставить зарядка белый цвет аудитория кронва разъём отписать найти,11
504,повсюду девушка сегодня встретиться хата согласиться сразу устать женщина неделя встреча ещё прошлое вс господь бог истощённый знать девать анон,20
505,переводиться кт направление поделиться опыт,5
506,анон устать притворяться нормально бесплатный аренда самокат стать доступный,9
507,мочь поднатаскать рубежка опд бесплатно актуально найти лайкам коммент анон,10
508,анон итмый система скидка платник типо бюджетник повышенный стипендия трудолюбивый отличник участник мероприятие скидка платник,15
509,разбираться дискретный математика метод алгоритм теория граф нужный помощь бесплатно анон,11
510,олег симончик анон,3
511,весь привет итмый тип чатик армянин,6
512,девочка который белорусский вечером среда громко ссориться свой мч надеяться помириться анон,12
513,утерять чёрный складный зонт просьба молодой человек забрать гардероб ломо слово гардеробщица списаться вернуть анон,15
514,весь привет срочно искать сосед апарта анон,7
515,гк поспать коворк шумно выгонять порой,6
516,шутка шутка беловолосый свободный анон,5
517,находиться поиск кейс тайп си пропасть итмый немой пропасть резко буквально минута висеть кабель весь найти просить обратиться лс вознаграждение выплатить анон,22
518,превратиться итмошный подслушок последний время анон,6
519,искать ребята который разбираться участие конкурс найти лайкам коммент,9
520,анон менять место мсг вязьма надеяться найти человек который туда пара близкий лайк коммент написать,15
521,гостиный двор наслать паспорт студенческий билет тимур бикмухаметов оставить метрополитен гостинка передать отдел транспортный безопасность распространить,16
522,наслать ломо пропуск оставить проходная охранник,6
523,знать получать социальный стипендия учиться коммерция анон,7
524,график пересдача семестр анон,4
525,подсказать мочь целевика брать академ,5
526,автор пост олег весь порвать,5
527,искать мёртвый душа альпийка общежитие проживание оплатить заинтересованный комментарий,9
528,анон искать свободный опциональный красивый девушка,6
529,хотеться попросить рыжулить первый курс геймдева задавать заумный вопрос лекция продвинуть линал создаваться ощущение знать слава бог понимать человек который объяснить спрашивать максимально тупой вопрос говорить сторона выглядеть математический фрик уважать анон мочь лёгкий понять,35
530,лайк хотеть провести время интимный обстановка хоррор фильм стройный красивый пол неважный найти лайкам написать лс анон,17
531,знать олег симончик парень хотеть подкатить анон,7
532,искать человек который мочь рассказать поддержка стартап итмый преакселератор акселератор,10
533,искать человек который помочь решение типовик дискретный математика бесплатно анон,10
534,потерять хиджаб просьба лайкнуть найти благодарить анон,7
535,искать мёртвый душа вязьма проживание оплатить,6
536,красивый студент лайк пост,4
537,опыт прохождение переаттестация итмый поставить лайк написать комментарий хотеться задать несколько вопрос анон,13
538,человек опыт жизнь общежитие поделиться поверить способ борьба таракан комната маленький,11
539,анон искать свободный красивый мальчик,5
540,ребята сайт найти приказ отчисление,5
541,красивый студентка лайк пост,4
542,катить тянка биоинж вписоня очень понравиться удивиться позвать комната согласиться терять возможность прийти туда начать девственник понимать почему узко приходить чел открывать дверь включать свет видеть фтмишник девка рядом лежать постанывать девственность лишиться анон,34
543,ждать паста портфель анон,4
544,эссе музей оптика итмый анон,5
545,искать репетитор радиотехнический цепь сигнал подготовка комиссия,7
546,коллега важный вопрос актуальный везде человек привязываться человек случай легко расставаться хотеть узнать ваш мнение анон,16
547,требоваться помощь подготовка кр физика механика пример задача небеплатно писать комментарий готовый помочь анон,14
548,задать вопрос др ить общежитие знать делать регулярно практиковать слава бог паблик анонимный ждать пока товарищ общежитие заснуть надевать маска крик подходить кровать начинать лицо натирать свой стручок чел проснуться сразу убежать думать услышать шлепок поэтому бдительный услышать ночью шлепок весь рядом анон,43
549,мочь помочь написание лаба прога бесплатно анон,7
550,девушка который некрасивый лицо приставать красивый парень анон,8
551,девушка который некрасивый лицо приставать красивый парень анон,8
552,хватить искать отношение делать,4
553,реально перевестись фтмить разработка сема анон,6
554,почитать коммент свой паста страдание персонаж видеоигра че ум сойти юмор большой весь понравиться коммент гриб чел явно догнать шутка,20
555,срочно искать репетитор матана линал нужно короткий срок подготовиться коллоквиум кр список небесплатно писать комментарий мочь помочь анон,18
556,выглядеть комиссия рсхд асубд сложно сдать анон,7
557,милашка первый курс инфобез,4
558,искать репетитор линейный алгебра нужно неделя подготовить комиссия тема приложить фотография,11
559,весь привет подсказать насколько реально взять академ иметь серьёзный основание причина сделать брать академ семейный обстоятельство отписаться плиз,18
560,опыт комиссия асубд рсхд,4
561,весь привет хотеть плотно заниматься программирование смысл переводиться инфокома лэти инфок итмый обстоять дело физика опыт перевод анон,18
562,атака титан самый неудачный аниме слабый сюжет скучный персонаж стать скучно первый серия поэтому выключить середина миядзак который мочь сюжет поставить персонаж сделать глубокий качественно прописать который сочувствовать непростой судьба атака титан безликий сериал нибыть наруто каждый последующий серия самый качественный копия предыдущий идти пока гои готовый отдавать бабло надоедать аниме трутень закрывать свой сериал слепить скорый рука концовка открывать новый аниме монотонность сказать честно соревнование гольф смотреть интересный атака таракан аниме сериал манга одинаковый никакой разница почитать хороший роман дж мартин цикл песня лёд огонь действительно качественный чтиво интересный персонаж интрига детектив загадка сюжетный хитросплетение высокий качество юмор фэнтези смотреть всякий мультик дефективный ребёнок любить мультик пересмотреть шрэк кунг панда хороший мультик сериал гриффина сипсон футурам южный парк сипсон футурам подросток гриффина южный взрослый сипсон мочь показывать свой ребёнок добрый мультсериал,132
563,весь привет ребята который лекционный практический материал предмет история россия история современный международный отношение отписаться,15
564,весь привет мочь рассказать направление инфохимия очень благодарный,8
565,шиза повсюду весь ненормально,4
566,проходить ппа теор вера практика кривцов ролять балл анон,9
567,привет весь посмотреть группа подслушать итмый понять первокурсник некоторый студент реально делать сделать мем пост парень который девушка искать надеяться понимание админ анон,23
568,объяснить вообще заводить отношение соска инфохим половина третий курс замужем второй половина парень,13
569,искать человек который мочь помочь прикладной статистика условие договориться писать комментарий,11
570,др чить общежитие девушка анон,5
571,хватить ботать искать девушка,4
572,весь привет мочь рассказать обучение направление биотехнология,7
573,год играть осознать существо игра больно бить игровой существо корчиться боль испускать истошный вопль просить пощада свидетельствовать неподдельный чувство врать смысл представить дот который ежедневно мясорубка безжалостный игрок пускать миллион существо герой день мочь убить сотня тысяча самый болезненный способ замкнутый круг который мочь выбраться персонаж нпс существо вынудить умирать каждый день удовольствие человек нужно обновить наш законодательство запретить немотивированный убийство видеоигра отныне убивать видеоигра добыча еда цель самооборона арена королевский битва нужно запретить самый гладиаторский арена древний рим создать потешать публика,82
574,выглядеть комиссия выч мат сложно сдать анон,7
575,прийтись открыть магазинчик ломоносов,4
576,рассказать комаров игорь иванович препод экз принимать,7
577,итмый группа парень девушка активный поиск клуб быстрый свидание типо серь зный ответ спрашивать друг анон,16
578,отчислить анон,2
579,написать пост аниме сделать хиккан провести минь исследование аниме мочь сделать хиккан который прятаться весь мир свой подвал ошибочно называть комната аниме персонаж вести выглядеть неестественно поэтому смочь правильно понять человеческий мир аниме далёкий анимешник особенно аниме тянка учиться аниме общаться человек аниме ненастоящий романтик который внушать аниме тянка аниме кун модель поведение который работать аниме мир который иметь малый отношение реальность поэтому аниме кун аниме тянка обречь одиночество каждый аниме тянка мечтать встретить смазливый аниме кун говорить комплимент грязный слово очень красивый похожий стройный кореец аниме кун мечтать привлекательный аниме тянка короткий юбка добрый заботливый который вешаться шея целовать обещать иллюзия мир устроенный иначе хватить мечтать миниатюрный блондинка короткий юбка целый день залипать аниме мультик аниме симулятор свидание установить нибыть популярный приложение знакомство пользоваться дв найти девушка сделать анимешник хейтить аниме аниме лох смотреть аниме вредный весь отношение ещё аниме перестать любить свой родитель завести семья вечный одиночество аниме сделать бесхребетный подавить начаться бессонница вести неподвижный образ жизнь геморрой артериальный гипертензия синдром сухой глаз потеря сознание кома смерть поэтому бросать аниме вредный алкоголь сигарета вместе взять бертран рассесть курить год умереть спросить интервью выжить крушение самолёт ответить выбрать класс курящий время крушение класс некурящий затопить курильщик выжить курить призывать вредный,201
580,искать человек готовый сделать дз базовый дискретный математика бесплатно,9
581,ладный обманывать,2
582,извинить нащитпостить большой,3
583,подводить г й компас ровно поступление сломаться казаться итмый действовать магнитный поле стрелка крутиться знать показать анон,17
584,товарищ шарить академ оставить коммент анон,6
585,поступить питать больший надежда сч группа признавашка итмый знать случиться поэтому писать самый красивый сосочка мир найтись крашеный волос белый футболка отвлекаться блокнот большой мочь использоваться конспект позвонить весь номер почта горячий линия смочь найти блокнот достаточно горячий сторона поднять трубка анон,42
586,внимание внимание важный вопрос вселенский масштаб др чить общежитие анон,10
587,планировать переводиться би интеллектуальный система гуманитарный сфера опыт подобный перевод анон,11
588,привет учиться третий семестр знать помочь который получить отличный оценка геометрия очень нужный помочь дисциплина анон,16
589,весь привет стоить брать итмый курс подготовка егэ химия биология подкинуть вариант стоящий,13
590,посмотреть группа признавашка итмый понять умереть поэтому писать хотеть насрало ободок унитаз который находиться этаж ленсовет надеяться понимание админ анон,20
591,мочь помочь лабораторный ллп препод кореньков делать лаба нужно объяснить делать анон,12
592,санкт петербург староста группа последний курс технический строительный специальность отозваться интересный предложение,12
593,весь привет подсказать насколько реально взять академ аспирантура иметь серьёзный основание причина сделать брать академ семейный обстоятельство отписаться плиз,19
594,раковина работать думать,3
595,,0
596,восстанавливаться проходить тест восстановление анон,5
597,весь прива нибыть ответ онлайн курс философия анон,8
598,привет учиться третий семестр знать помочь который получить отличный оценка геометрия очень нужный помочь дисциплина анон,16
599,замагнитить рука доставать бск каждый,5
600,посмотреть группа признавашка итмый отчислить анон,6
601,аниме параша смотреть аниме навредить ваш психика сделать хиккан сидеть пк,11
602,существовать ночью смочь уснуть никак мочь поверить свой чертовый глаз казаться видеть самый соска белый волос курс инфохим моментально вспотеть стать невыносимый стоять нога рука начать дрожать дыхание стать тяжёлый пульс участиться глаз потемнеть итог казаться потерять сознание реально ходить хиджаб должный увидеть пока похолодать вряд зимой надеть мочь показаться думать ещ мочь поверить сказать шиза выдумать имя звать видеть свой глаз переутомиться дело мем придумать инфохим дурак поверить анон,70
603,,0
604,нибыть знать знать хороший репетитор мат анализ анон,8
605,весь привет нибыть экология природопользование задумываться перевод зимний сессия опыт перевод,11
606,авеаширг анон,2
607,прийти отчислить анон,3
608,привет весь посмотреть группа признавашка итмый понять умереть поэтому писать искать парень серь зный отношение желательно натурал должный смущать учиться фтмить написать выбрать портфолио анон,25
609,мочь помочь порешать криптография бесплатно анон,6
610,чай инфохим,2
611,посмотреть группа потеряшка итмый понять умереть поэтому писать потеряться чайка найти оставить охрана надеяться понимание анон,16
612,отозваться нибыть группа,3
613,круто итмый свой инцельный клуб признавашка итмый анон,8
614,мочь помочь теория вероятность бесплатно анон,6
615,коворкинг кронверкский найти наушник сегодня суббота администратор коворкинг,8
616,отдаваться добрый рука котёнок итмый реально ребёнок двор гк родитель вс время ухаживать сотрудник соседство человек привыкнуть чистенький ячмень фото мальчик чёрный девочка разноцветный администрация дальнейший жительство двор поэтому поиск дом писать комментарий хотеть увидеть сразу забрать ответить лс,39
617,прийти отчислить анон,3
618,разница линал дискретка матанализ анон,5
619,мочь помочь прорешать предел матана первый курс типовик поставить лайк написать комма обозначить нибыть бесплатно анон,16
620,весь привет перевестись инфбез вуз направление первый семестр опыт перевод,10
621,посмотреть группа признавашка итмый понять умереть поэтому писать искать девушка серь зный воспринимания материал нравиться девушка белый волос хиджаб хотеться сосочка инфохим желание написать выбрать лайкам,26
622,,0
623,потеряшка итмый найти удостоверение любитель рофлов панча анон,8
624,любой х йня проходить соска инфохим работать анон анон анон анон посмотреть признавашка понять умереть переводиться кт технология иноватик физтех рассказать получиться весь привет искать требование рост гном майор антихайп выбрать п л й м соска инфохим анон,38
625,нужный помощь лабораторный программирование сппо бесплатно анонимно,7
626,год поступать рассматривать вариант итмый поём мнение хороший россия вуз интересовать программный инженерия чёткий парень извилина интеллект высокий красавчик примета вшэ мирэ уступать субъективный мнение итмый хотеться пообщаться парень курс который огонь шило глаз далее хороший сразу тг админ,39
627,посмотреть группа потеряшка итмый понять умереть поэтому писать искать причина жить потерять всякий смысл существование кидать предложка пост признавашка итмый день надежда человек оценить каждый минута жизнь пропитать постирония совершенно пустой учиться развлекаться спать делать придумывать новый форс разгонять старый весь бали найда смысл жизнь просить написать коммент потерять лекция матанализ аудитория чайка,53
628,весь привет искать сосед соседка студия мурино примерно начало октябрь бюджет человек сумма входить писать лс анон,17
629,просьба парень тёмный волос курс инфохим читать намаз громко лекция продвиноть матана мочь нормально воспринимать материал анон,17
630,привет весь посмотреть группа признавашка итмый понять умереть поэтому писать искать девушка серь зный отношение должный смущать учиться инфобезе написать выбрать портфолио анон,23
631,убедительный просьба соска белый волос курс инфохим приходить лекция продвинуть матана линал мочь нормально читать лекция отвлекаться анон,18
632,парень белый футболка очки эирподс джинсы который сидеть сегодня коворкинг горьковский первый половина день зона эпловский мак студофис сдавать лаба некий сергей борисович господь вонять рассказать реально биологический угроза связаться дать дезодорант анон иначе написать,35
633,вариант магистратура изучать английский уровень менее запарный маленький выбор влиять полезность изучение сказать написать,14
634,добрый день вечер утро планировать поступать курс графический дизайн хотеться пообщаться человек проходить обучение,14
635,евгений женя который детский сад познакомиться ап пиикт найтись админ извинить признавашка итмый закрыть анон,15
636,лаба программирование промышленный робот лайкнуть пж анон,7
637,потеряшка итмый потерять ноготь,4
638,соболезновать ракать мерч итмый,4
639,арбуз лайк дыня репост,4
640,убедительный просьба соска белый волос курс инфохим приходить лекция продвинуть матана хиджаб хотеть нормально воспринимать материал анон,17
641,переводиться вуз итмый первый семестр хотеться задать вопрос повод перевод анон,11
642,убедительный просьба соска белый волос курс инфохим приходить лекция продвинуть матана линал хиджаб мочь нормально читать лекция отвлекаться анон,19
643,заинтересовать факультет биоинженерия хотеть узнать студент сеевать представлять обучение данный факультет генетика биология большой углублённый информатика обучение трудоустроиться окончание обучение заранее,21
644,анон ребята компьютерный технология дизайн хотеть узнать большой направление найти коммент,11
645,гречка туша нка отдать даром лень котёл мыть локация х й знать лес ориентир палка второй фотка писать лс анон,20
646,добрый день команда участвовать битва кейс очень нужный консультация веб разработчик разработчик приложение интересовать вопрос реализация корпоративный платформа формат приложение формат веб версия который посвятить всякий эко штука нужно уточнить сложность интеграция база данные сложность реализация прочий подобный вопрос откликнуться коммент несложно поболтать полчасика тема отписать заранее анонимно,48
647,весь привет который проходить данный момент курс теория автоматический управление хотеться сконнектиться понять делать,14
